report_name,report_agency,date,domain,visits
Visits to participating hostnames,Department of Agriculture,4/16/24,fns.usda.gov,53256
Visits to participating hostnames,Department of Agriculture,4/16/24,usda.gov,43595
Visits to participating hostnames,Department of Agriculture,4/16/24,fdc.nal.usda.gov,36566
Visits to participating hostnames,Department of Agriculture,4/16/24,rd.usda.gov,28492
Visits to participating hostnames,Department of Agriculture,4/16/24,fsis.usda.gov,23412
Visits to participating hostnames,Department of Agriculture,4/16/24,nrcs.usda.gov,21112
Visits to participating hostnames,Department of Agriculture,4/16/24,ams.usda.gov,20671
Visits to participating hostnames,Department of Agriculture,4/16/24,ers.usda.gov,16846
Visits to participating hostnames,Department of Agriculture,4/16/24,fsa.usda.gov,16628
Visits to participating hostnames,Department of Agriculture,4/16/24,mymarketnews.ams.usda.gov,11347
Visits to participating hostnames,Department of Agriculture,4/16/24,nal.usda.gov,9727
Visits to participating hostnames,Department of Agriculture,4/16/24,farmers.gov,7733
Visits to participating hostnames,Department of Agriculture,4/16/24,fas.usda.gov,6732
Visits to participating hostnames,Department of Agriculture,4/16/24,ars.usda.gov,6709
Visits to participating hostnames,Department of Agriculture,4/16/24,invasivespeciesinfo.gov,6201
Visits to participating hostnames,Department of Agriculture,4/16/24,nass.usda.gov,5933
Visits to participating hostnames,Department of Agriculture,4/16/24,nfc.usda.gov,5350
Visits to participating hostnames,Department of Agriculture,4/16/24,plants.usda.gov,5136
Visits to participating hostnames,Department of Agriculture,4/16/24,dietaryguidelines.gov,4707
Visits to participating hostnames,Department of Agriculture,4/16/24,nutrition.gov,3934
Visits to participating hostnames,Department of Agriculture,4/16/24,rma.usda.gov,3717
Visits to participating hostnames,Department of Agriculture,4/16/24,snaped.fns.usda.gov,3040
Visits to participating hostnames,Department of Agriculture,4/16/24,usdasearch.usda.gov,3004
Visits to participating hostnames,Department of Agriculture,4/16/24,agcounts.usda.gov,1411
Visits to participating hostnames,Department of Agriculture,4/16/24,plants.sc.egov.usda.gov,1286
Visits to participating hostnames,Department of Agriculture,4/16/24,aff.gov,1143
Visits to participating hostnames,Department of Agriculture,4/16/24,quickstats.nass.usda.gov,1096
Visits to participating hostnames,Department of Agriculture,4/16/24,wcc.nrcs.usda.gov,1043
Visits to participating hostnames,Department of Agriculture,4/16/24,npgsweb.ars-grin.gov,957
Visits to participating hostnames,Department of Agriculture,4/16/24,search.nal.usda.gov,607
Visits to participating hostnames,Department of Agriculture,4/16/24,data.ers.usda.gov,498
Visits to participating hostnames,Department of Agriculture,4/16/24,tellus.ars.usda.gov,487
Visits to participating hostnames,Department of Agriculture,4/16/24,search.invasivespeciesinfo.gov,462
Visits to participating hostnames,Department of Agriculture,4/16/24,search.ers.usda.gov,430
Visits to participating hostnames,Department of Agriculture,4/16/24,agclass.nal.usda.gov,405
Visits to participating hostnames,Department of Agriculture,4/16/24,aglab.ars.usda.gov,339
Visits to participating hostnames,Department of Agriculture,4/16/24,aglearn.usda.gov,316
Visits to participating hostnames,Department of Agriculture,4/16/24,phytochem.nal.usda.gov,230
Visits to participating hostnames,Department of Agriculture,4/16/24,srs.fs.usda.gov,195
Visits to participating hostnames,Department of Agriculture,4/16/24,digitop.nal.usda.gov,162
Visits to participating hostnames,Department of Agriculture,4/16/24,scinet.usda.gov,145
Visits to participating hostnames,Department of Agriculture,4/16/24,scientificdiscoveries.ars.usda.gov,130
Visits to participating hostnames,Department of Agriculture,4/16/24,mtbs.gov,129
Visits to participating hostnames,Department of Agriculture,4/16/24,search.farmers.gov,129
Visits to participating hostnames,Department of Agriculture,4/16/24,famprod.nwcg.gov,121
Visits to participating hostnames,Department of Agriculture,4/16/24,reconnect-apply.rd.usda.gov,121
Visits to participating hostnames,Department of Agriculture,4/16/24,legacy.rma.usda.gov,120
Visits to participating hostnames,Department of Agriculture,4/16/24,symbols.fs2c.usda.gov,111
Visits to participating hostnames,Department of Agriculture,4/16/24,professionalstandards.fns.usda.gov,110
Visits to participating hostnames,Department of Agriculture,4/15/24,fs.usda.gov,162850
Visits to participating hostnames,Department of Agriculture,4/15/24,myplate.gov,63097
Visits to participating hostnames,Department of Agriculture,4/15/24,fns.usda.gov,53788
Visits to participating hostnames,Department of Agriculture,4/15/24,usda.gov,43858
Visits to participating hostnames,Department of Agriculture,4/15/24,fdc.nal.usda.gov,35997
Visits to participating hostnames,Department of Agriculture,4/15/24,rd.usda.gov,27507
Visits to participating hostnames,Department of Agriculture,4/15/24,fsis.usda.gov,22909
Visits to participating hostnames,Department of Agriculture,4/15/24,nrcs.usda.gov,19389
Visits to participating hostnames,Department of Agriculture,4/15/24,ams.usda.gov,19138
Visits to participating hostnames,Department of Agriculture,4/15/24,ers.usda.gov,17691
Visits to participating hostnames,Department of Agriculture,4/15/24,fsa.usda.gov,17534
Visits to participating hostnames,Department of Agriculture,4/15/24,mymarketnews.ams.usda.gov,11938
Visits to participating hostnames,Department of Agriculture,4/15/24,nal.usda.gov,9685
Visits to participating hostnames,Department of Agriculture,4/15/24,farmers.gov,7512
Visits to participating hostnames,Department of Agriculture,4/15/24,ars.usda.gov,6950
Visits to participating hostnames,Department of Agriculture,4/15/24,nfc.usda.gov,6721
Visits to participating hostnames,Department of Agriculture,4/15/24,fas.usda.gov,6698
Visits to participating hostnames,Department of Agriculture,4/15/24,nass.usda.gov,6561
Visits to participating hostnames,Department of Agriculture,4/15/24,invasivespeciesinfo.gov,6281
Visits to participating hostnames,Department of Agriculture,4/15/24,dietaryguidelines.gov,4862
Visits to participating hostnames,Department of Agriculture,4/15/24,plants.usda.gov,4428
Visits to participating hostnames,Department of Agriculture,4/15/24,nutrition.gov,4168
Visits to participating hostnames,Department of Agriculture,4/15/24,rma.usda.gov,3424
Visits to participating hostnames,Department of Agriculture,4/15/24,snaped.fns.usda.gov,3394
Visits to participating hostnames,Department of Agriculture,4/15/24,usdasearch.usda.gov,2984
Visits to participating hostnames,Department of Agriculture,4/15/24,agcounts.usda.gov,2279
Visits to participating hostnames,Department of Agriculture,4/15/24,plants.sc.egov.usda.gov,1268
Visits to participating hostnames,Department of Agriculture,4/15/24,aff.gov,1254
Visits to participating hostnames,Department of Agriculture,4/15/24,quickstats.nass.usda.gov,1036
Visits to participating hostnames,Department of Agriculture,4/15/24,npgsweb.ars-grin.gov,934
Visits to participating hostnames,Department of Agriculture,4/15/24,i5k-prod.nal.usda.gov,867
Visits to participating hostnames,Department of Agriculture,4/15/24,search.invasivespeciesinfo.gov,714
Visits to participating hostnames,Department of Agriculture,4/15/24,wcc.nrcs.usda.gov,685
Visits to participating hostnames,Department of Agriculture,4/15/24,tellus.ars.usda.gov,611
Visits to participating hostnames,Department of Agriculture,4/15/24,search.nal.usda.gov,596
Visits to participating hostnames,Department of Agriculture,4/15/24,search.ers.usda.gov,549
Visits to participating hostnames,Department of Agriculture,4/15/24,data.ers.usda.gov,509
Visits to participating hostnames,Department of Agriculture,4/15/24,agclass.nal.usda.gov,405
Visits to participating hostnames,Department of Agriculture,4/15/24,aglearn.usda.gov,397
Visits to participating hostnames,Department of Agriculture,4/15/24,iwgsc.nal.usda.gov,369
Visits to participating hostnames,Department of Agriculture,4/15/24,aglab.ars.usda.gov,308
Visits to participating hostnames,Department of Agriculture,4/15/24,phytochem.nal.usda.gov,235
Visits to participating hostnames,Department of Agriculture,4/15/24,scinet.usda.gov,187
Visits to participating hostnames,Department of Agriculture,4/15/24,digitop.nal.usda.gov,173
Visits to participating hostnames,Department of Agriculture,4/15/24,srs.fs.usda.gov,159
Visits to participating hostnames,Department of Agriculture,4/15/24,mtbs.gov,148
Visits to participating hostnames,Department of Agriculture,4/15/24,famprod.nwcg.gov,142
Visits to participating hostnames,Department of Agriculture,4/15/24,professionalstandards.fns.usda.gov,127
Visits to participating hostnames,Department of Agriculture,4/15/24,reconnect-apply.rd.usda.gov,127
Visits to participating hostnames,Department of Agriculture,4/15/24,legacy.rma.usda.gov,116
Visits to participating hostnames,Department of Agriculture,4/15/24,scientificdiscoveries.ars.usda.gov,115
Visits to participating hostnames,Department of Agriculture,4/15/24,search.farmers.gov,109
Visits to participating hostnames,Department of Agriculture,4/14/24,fs.usda.gov,141385
Visits to participating hostnames,Department of Agriculture,4/14/24,myplate.gov,33841
Visits to participating hostnames,Department of Agriculture,4/14/24,fdc.nal.usda.gov,29344
Visits to participating hostnames,Department of Agriculture,4/14/24,fns.usda.gov,24275
Visits to participating hostnames,Department of Agriculture,4/14/24,usda.gov,22301
Visits to participating hostnames,Department of Agriculture,4/14/24,rd.usda.gov,15158
Visits to participating hostnames,Department of Agriculture,4/14/24,fsis.usda.gov,12399
Visits to participating hostnames,Department of Agriculture,4/14/24,ers.usda.gov,9701
Visits to participating hostnames,Department of Agriculture,4/14/24,fsa.usda.gov,8753
Visits to participating hostnames,Department of Agriculture,4/14/24,nrcs.usda.gov,7815
Visits to participating hostnames,Department of Agriculture,4/14/24,nal.usda.gov,7298
Visits to participating hostnames,Department of Agriculture,4/14/24,ams.usda.gov,6489
Visits to participating hostnames,Department of Agriculture,4/14/24,mymarketnews.ams.usda.gov,5874
Visits to participating hostnames,Department of Agriculture,4/14/24,farmers.gov,4791
Visits to participating hostnames,Department of Agriculture,4/14/24,dietaryguidelines.gov,3429
Visits to participating hostnames,Department of Agriculture,4/14/24,ars.usda.gov,3350
Visits to participating hostnames,Department of Agriculture,4/14/24,fas.usda.gov,3311
Visits to participating hostnames,Department of Agriculture,4/14/24,plants.usda.gov,3233
Visits to participating hostnames,Department of Agriculture,4/14/24,nfc.usda.gov,2874
Visits to participating hostnames,Department of Agriculture,4/14/24,snaped.fns.usda.gov,2715
Visits to participating hostnames,Department of Agriculture,4/14/24,invasivespeciesinfo.gov,2711
Visits to participating hostnames,Department of Agriculture,4/14/24,nutrition.gov,2348
Visits to participating hostnames,Department of Agriculture,4/14/24,nass.usda.gov,1929
Visits to participating hostnames,Department of Agriculture,4/14/24,usdasearch.usda.gov,1349
Visits to participating hostnames,Department of Agriculture,4/14/24,plants.sc.egov.usda.gov,1028
Visits to participating hostnames,Department of Agriculture,4/14/24,rma.usda.gov,766
Visits to participating hostnames,Department of Agriculture,4/14/24,aff.gov,728
Visits to participating hostnames,Department of Agriculture,4/14/24,agcounts.usda.gov,450
Visits to participating hostnames,Department of Agriculture,4/14/24,npgsweb.ars-grin.gov,420
Visits to participating hostnames,Department of Agriculture,4/14/24,tellus.ars.usda.gov,390
Visits to participating hostnames,Department of Agriculture,4/14/24,wcc.nrcs.usda.gov,364
Visits to participating hostnames,Department of Agriculture,4/14/24,search.nal.usda.gov,319
Visits to participating hostnames,Department of Agriculture,4/14/24,quickstats.nass.usda.gov,295
Visits to participating hostnames,Department of Agriculture,4/14/24,agclass.nal.usda.gov,283
Visits to participating hostnames,Department of Agriculture,4/14/24,data.ers.usda.gov,270
Visits to participating hostnames,Department of Agriculture,4/14/24,search.ers.usda.gov,239
Visits to participating hostnames,Department of Agriculture,4/14/24,phytochem.nal.usda.gov,183
Visits to participating hostnames,Department of Agriculture,4/14/24,srs.fs.usda.gov,162
Visits to participating hostnames,Department of Agriculture,4/14/24,search.invasivespeciesinfo.gov,160
Visits to participating hostnames,Department of Agriculture,4/14/24,aglab.ars.usda.gov,155
Visits to participating hostnames,Department of Agriculture,4/14/24,scientificdiscoveries.ars.usda.gov,108
Visits to participating hostnames,Department of Agriculture,4/13/24,fs.usda.gov,129608
Visits to participating hostnames,Department of Agriculture,4/13/24,myplate.gov,28296
Visits to participating hostnames,Department of Agriculture,4/13/24,fdc.nal.usda.gov,27369
Visits to participating hostnames,Department of Agriculture,4/13/24,fns.usda.gov,24277
Visits to participating hostnames,Department of Agriculture,4/13/24,usda.gov,19670
Visits to participating hostnames,Department of Agriculture,4/13/24,rd.usda.gov,13763
Visits to participating hostnames,Department of Agriculture,4/13/24,fsis.usda.gov,11311
Visits to participating hostnames,Department of Agriculture,4/13/24,fsa.usda.gov,8645
Visits to participating hostnames,Department of Agriculture,4/13/24,nrcs.usda.gov,7006
Visits to participating hostnames,Department of Agriculture,4/13/24,ers.usda.gov,6939
Visits to participating hostnames,Department of Agriculture,4/13/24,ams.usda.gov,6113
Visits to participating hostnames,Department of Agriculture,4/13/24,mymarketnews.ams.usda.gov,5727
Visits to participating hostnames,Department of Agriculture,4/13/24,nal.usda.gov,5676
Visits to participating hostnames,Department of Agriculture,4/13/24,farmers.gov,4511
Visits to participating hostnames,Department of Agriculture,4/13/24,ars.usda.gov,3192
Visits to participating hostnames,Department of Agriculture,4/13/24,dietaryguidelines.gov,2986
Visits to participating hostnames,Department of Agriculture,4/13/24,plants.usda.gov,2723
Visits to participating hostnames,Department of Agriculture,4/13/24,fas.usda.gov,2720
Visits to participating hostnames,Department of Agriculture,4/13/24,snaped.fns.usda.gov,2276
Visits to participating hostnames,Department of Agriculture,4/13/24,nfc.usda.gov,1977
Visits to participating hostnames,Department of Agriculture,4/13/24,nutrition.gov,1845
Visits to participating hostnames,Department of Agriculture,4/13/24,invasivespeciesinfo.gov,1802
Visits to participating hostnames,Department of Agriculture,4/13/24,nass.usda.gov,1633
Visits to participating hostnames,Department of Agriculture,4/13/24,usdasearch.usda.gov,1217
Visits to participating hostnames,Department of Agriculture,4/13/24,plants.sc.egov.usda.gov,849
Visits to participating hostnames,Department of Agriculture,4/13/24,rma.usda.gov,781
Visits to participating hostnames,Department of Agriculture,4/13/24,aff.gov,654
Visits to participating hostnames,Department of Agriculture,4/13/24,agcounts.usda.gov,400
Visits to participating hostnames,Department of Agriculture,4/13/24,npgsweb.ars-grin.gov,377
Visits to participating hostnames,Department of Agriculture,4/13/24,wcc.nrcs.usda.gov,340
Visits to participating hostnames,Department of Agriculture,4/13/24,tellus.ars.usda.gov,311
Visits to participating hostnames,Department of Agriculture,4/13/24,search.nal.usda.gov,272
Visits to participating hostnames,Department of Agriculture,4/13/24,quickstats.nass.usda.gov,239
Visits to participating hostnames,Department of Agriculture,4/13/24,agclass.nal.usda.gov,215
Visits to participating hostnames,Department of Agriculture,4/13/24,data.ers.usda.gov,159
Visits to participating hostnames,Department of Agriculture,4/13/24,search.ers.usda.gov,148
Visits to participating hostnames,Department of Agriculture,4/13/24,srs.fs.usda.gov,145
Visits to participating hostnames,Department of Agriculture,4/13/24,phytochem.nal.usda.gov,141
Visits to participating hostnames,Department of Agriculture,4/13/24,scientificdiscoveries.ars.usda.gov,133
Visits to participating hostnames,Department of Agriculture,4/13/24,aglab.ars.usda.gov,114
Visits to participating hostnames,Department of Agriculture,4/12/24,fs.usda.gov,141652
Visits to participating hostnames,Department of Agriculture,4/12/24,myplate.gov,49792
Visits to participating hostnames,Department of Agriculture,4/12/24,fns.usda.gov,49447
Visits to participating hostnames,Department of Agriculture,4/12/24,usda.gov,37621
Visits to participating hostnames,Department of Agriculture,4/12/24,fdc.nal.usda.gov,30137
Visits to participating hostnames,Department of Agriculture,4/12/24,rd.usda.gov,23224
Visits to participating hostnames,Department of Agriculture,4/12/24,fsis.usda.gov,20109
Visits to participating hostnames,Department of Agriculture,4/12/24,nrcs.usda.gov,16224
Visits to participating hostnames,Department of Agriculture,4/12/24,ams.usda.gov,15698
Visits to participating hostnames,Department of Agriculture,4/12/24,fsa.usda.gov,13309
Visits to participating hostnames,Department of Agriculture,4/12/24,ers.usda.gov,13041
Visits to participating hostnames,Department of Agriculture,4/12/24,farmers.gov,10693
Visits to participating hostnames,Department of Agriculture,4/12/24,nal.usda.gov,7188
Visits to participating hostnames,Department of Agriculture,4/12/24,fas.usda.gov,5984
Visits to participating hostnames,Department of Agriculture,4/12/24,ars.usda.gov,5671
Visits to participating hostnames,Department of Agriculture,4/12/24,invasivespeciesinfo.gov,5075
Visits to participating hostnames,Department of Agriculture,4/12/24,nfc.usda.gov,4650
Visits to participating hostnames,Department of Agriculture,4/12/24,dietaryguidelines.gov,4574
Visits to participating hostnames,Department of Agriculture,4/12/24,mymarketnews.ams.usda.gov,4485
Visits to participating hostnames,Department of Agriculture,4/12/24,nass.usda.gov,4162
Visits to participating hostnames,Department of Agriculture,4/12/24,plants.usda.gov,3770
Visits to participating hostnames,Department of Agriculture,4/12/24,nutrition.gov,3215
Visits to participating hostnames,Department of Agriculture,4/12/24,rma.usda.gov,2943
Visits to participating hostnames,Department of Agriculture,4/12/24,snaped.fns.usda.gov,2896
Visits to participating hostnames,Department of Agriculture,4/12/24,usdasearch.usda.gov,2540
Visits to participating hostnames,Department of Agriculture,4/12/24,agcounts.usda.gov,1496
Visits to participating hostnames,Department of Agriculture,4/12/24,plants.sc.egov.usda.gov,985
Visits to participating hostnames,Department of Agriculture,4/12/24,aff.gov,927
Visits to participating hostnames,Department of Agriculture,4/12/24,npgsweb.ars-grin.gov,779
Visits to participating hostnames,Department of Agriculture,4/12/24,quickstats.nass.usda.gov,775
Visits to participating hostnames,Department of Agriculture,4/12/24,search.invasivespeciesinfo.gov,575
Visits to participating hostnames,Department of Agriculture,4/12/24,search.nal.usda.gov,514
Visits to participating hostnames,Department of Agriculture,4/12/24,wcc.nrcs.usda.gov,472
Visits to participating hostnames,Department of Agriculture,4/12/24,tellus.ars.usda.gov,415
Visits to participating hostnames,Department of Agriculture,4/12/24,data.ers.usda.gov,401
Visits to participating hostnames,Department of Agriculture,4/12/24,search.ers.usda.gov,372
Visits to participating hostnames,Department of Agriculture,4/12/24,agclass.nal.usda.gov,320
Visits to participating hostnames,Department of Agriculture,4/12/24,aglearn.usda.gov,248
Visits to participating hostnames,Department of Agriculture,4/12/24,aglab.ars.usda.gov,222
Visits to participating hostnames,Department of Agriculture,4/12/24,phytochem.nal.usda.gov,193
Visits to participating hostnames,Department of Agriculture,4/12/24,srs.fs.usda.gov,156
Visits to participating hostnames,Department of Agriculture,4/12/24,scinet.usda.gov,151
Visits to participating hostnames,Department of Agriculture,4/12/24,reconnect-apply.rd.usda.gov,122
Visits to participating hostnames,Department of Agriculture,4/12/24,search.farmers.gov,122
Visits to participating hostnames,Department of Agriculture,4/12/24,famprod.nwcg.gov,117
Visits to participating hostnames,Department of Agriculture,4/12/24,symbols.fs2c.usda.gov,115
Visits to participating hostnames,Department of Agriculture,4/12/24,digitop.nal.usda.gov,111
Visits to participating hostnames,Department of Agriculture,4/12/24,legacy.rma.usda.gov,104
Visits to participating hostnames,Department of Agriculture,4/11/24,fs.usda.gov,146777
Visits to participating hostnames,Department of Agriculture,4/11/24,myplate.gov,60247
Visits to participating hostnames,Department of Agriculture,4/11/24,fns.usda.gov,56897
Visits to participating hostnames,Department of Agriculture,4/11/24,usda.gov,52505
Visits to participating hostnames,Department of Agriculture,4/11/24,fdc.nal.usda.gov,33082
Visits to participating hostnames,Department of Agriculture,4/11/24,rd.usda.gov,27378
Visits to participating hostnames,Department of Agriculture,4/11/24,fsis.usda.gov,23685
Visits to participating hostnames,Department of Agriculture,4/11/24,ams.usda.gov,21126
Visits to participating hostnames,Department of Agriculture,4/11/24,nrcs.usda.gov,19458
Visits to participating hostnames,Department of Agriculture,4/11/24,ers.usda.gov,19203
Visits to participating hostnames,Department of Agriculture,4/11/24,fsa.usda.gov,15865
Visits to participating hostnames,Department of Agriculture,4/11/24,nal.usda.gov,8935
Visits to participating hostnames,Department of Agriculture,4/11/24,fas.usda.gov,7859
Visits to participating hostnames,Department of Agriculture,4/11/24,farmers.gov,7734
Visits to participating hostnames,Department of Agriculture,4/11/24,ars.usda.gov,6748
Visits to participating hostnames,Department of Agriculture,4/11/24,nass.usda.gov,6371
Visits to participating hostnames,Department of Agriculture,4/11/24,invasivespeciesinfo.gov,5826
Visits to participating hostnames,Department of Agriculture,4/11/24,dietaryguidelines.gov,5449
Visits to participating hostnames,Department of Agriculture,4/11/24,nfc.usda.gov,5105
Visits to participating hostnames,Department of Agriculture,4/11/24,plants.usda.gov,4266
Visits to participating hostnames,Department of Agriculture,4/11/24,mymarketnews.ams.usda.gov,3719
Visits to participating hostnames,Department of Agriculture,4/11/24,nutrition.gov,3700
Visits to participating hostnames,Department of Agriculture,4/11/24,rma.usda.gov,3534
Visits to participating hostnames,Department of Agriculture,4/11/24,usdasearch.usda.gov,3153
Visits to participating hostnames,Department of Agriculture,4/11/24,snaped.fns.usda.gov,3105
Visits to participating hostnames,Department of Agriculture,4/11/24,agcounts.usda.gov,1305
Visits to participating hostnames,Department of Agriculture,4/11/24,plants.sc.egov.usda.gov,1180
Visits to participating hostnames,Department of Agriculture,4/11/24,aff.gov,1050
Visits to participating hostnames,Department of Agriculture,4/11/24,quickstats.nass.usda.gov,1029
Visits to participating hostnames,Department of Agriculture,4/11/24,npgsweb.ars-grin.gov,973
Visits to participating hostnames,Department of Agriculture,4/11/24,search.invasivespeciesinfo.gov,717
Visits to participating hostnames,Department of Agriculture,4/11/24,wcc.nrcs.usda.gov,646
Visits to participating hostnames,Department of Agriculture,4/11/24,data.ers.usda.gov,640
Visits to participating hostnames,Department of Agriculture,4/11/24,search.nal.usda.gov,553
Visits to participating hostnames,Department of Agriculture,4/11/24,search.ers.usda.gov,456
Visits to participating hostnames,Department of Agriculture,4/11/24,tellus.ars.usda.gov,416
Visits to participating hostnames,Department of Agriculture,4/11/24,agclass.nal.usda.gov,363
Visits to participating hostnames,Department of Agriculture,4/11/24,aglearn.usda.gov,363
Visits to participating hostnames,Department of Agriculture,4/11/24,aglab.ars.usda.gov,318
Visits to participating hostnames,Department of Agriculture,4/11/24,scinet.usda.gov,217
Visits to participating hostnames,Department of Agriculture,4/11/24,phytochem.nal.usda.gov,186
Visits to participating hostnames,Department of Agriculture,4/11/24,famprod.nwcg.gov,181
Visits to participating hostnames,Department of Agriculture,4/11/24,digitop.nal.usda.gov,170
Visits to participating hostnames,Department of Agriculture,4/11/24,srs.fs.usda.gov,146
Visits to participating hostnames,Department of Agriculture,4/11/24,reconnect-apply.rd.usda.gov,135
Visits to participating hostnames,Department of Agriculture,4/11/24,legacy.rma.usda.gov,130
Visits to participating hostnames,Department of Agriculture,4/11/24,symbols.fs2c.usda.gov,127
Visits to participating hostnames,Department of Agriculture,4/11/24,mtbs.gov,124
Visits to participating hostnames,Department of Agriculture,4/11/24,scientificdiscoveries.ars.usda.gov,105
Visits to participating hostnames,Department of Agriculture,4/11/24,search.farmers.gov,103
Visits to participating hostnames,Department of Agriculture,4/10/24,fs.usda.gov,148018
Visits to participating hostnames,Department of Agriculture,4/10/24,myplate.gov,58782
Visits to participating hostnames,Department of Agriculture,4/10/24,fns.usda.gov,56735
Visits to participating hostnames,Department of Agriculture,4/10/24,usda.gov,43272
Visits to participating hostnames,Department of Agriculture,4/10/24,fdc.nal.usda.gov,34276
Visits to participating hostnames,Department of Agriculture,4/10/24,rd.usda.gov,28238
Visits to participating hostnames,Department of Agriculture,4/10/24,fsis.usda.gov,23554
Visits to participating hostnames,Department of Agriculture,4/10/24,nrcs.usda.gov,20921
Visits to participating hostnames,Department of Agriculture,4/10/24,ams.usda.gov,19560
Visits to participating hostnames,Department of Agriculture,4/10/24,ers.usda.gov,16204
Visits to participating hostnames,Department of Agriculture,4/10/24,fsa.usda.gov,16099
Visits to participating hostnames,Department of Agriculture,4/10/24,nal.usda.gov,9026
Visits to participating hostnames,Department of Agriculture,4/10/24,farmers.gov,7702
Visits to participating hostnames,Department of Agriculture,4/10/24,ars.usda.gov,7033
Visits to participating hostnames,Department of Agriculture,4/10/24,fas.usda.gov,6742
Visits to participating hostnames,Department of Agriculture,4/10/24,nass.usda.gov,6085
Visits to participating hostnames,Department of Agriculture,4/10/24,nfc.usda.gov,5256
Visits to participating hostnames,Department of Agriculture,4/10/24,invasivespeciesinfo.gov,5121
Visits to participating hostnames,Department of Agriculture,4/10/24,dietaryguidelines.gov,5053
Visits to participating hostnames,Department of Agriculture,4/10/24,plants.usda.gov,4321
Visits to participating hostnames,Department of Agriculture,4/10/24,nutrition.gov,3711
Visits to participating hostnames,Department of Agriculture,4/10/24,rma.usda.gov,3586
Visits to participating hostnames,Department of Agriculture,4/10/24,snaped.fns.usda.gov,3204
Visits to participating hostnames,Department of Agriculture,4/10/24,usdasearch.usda.gov,2963
Visits to participating hostnames,Department of Agriculture,4/10/24,mymarketnews.ams.usda.gov,2910
Visits to participating hostnames,Department of Agriculture,4/10/24,agcounts.usda.gov,1266
Visits to participating hostnames,Department of Agriculture,4/10/24,plants.sc.egov.usda.gov,1253
Visits to participating hostnames,Department of Agriculture,4/10/24,quickstats.nass.usda.gov,1106
Visits to participating hostnames,Department of Agriculture,4/10/24,aff.gov,1036
Visits to participating hostnames,Department of Agriculture,4/10/24,npgsweb.ars-grin.gov,925
Visits to participating hostnames,Department of Agriculture,4/10/24,agclass.nal.usda.gov,777
Visits to participating hostnames,Department of Agriculture,4/10/24,cms-prod.fsis.usda.gov,756
Visits to participating hostnames,Department of Agriculture,4/10/24,wcc.nrcs.usda.gov,699
Visits to participating hostnames,Department of Agriculture,4/10/24,search.invasivespeciesinfo.gov,644
Visits to participating hostnames,Department of Agriculture,4/10/24,search.nal.usda.gov,636
Visits to participating hostnames,Department of Agriculture,4/10/24,data.ers.usda.gov,607
Visits to participating hostnames,Department of Agriculture,4/10/24,search.ers.usda.gov,424
Visits to participating hostnames,Department of Agriculture,4/10/24,tellus.ars.usda.gov,418
Visits to participating hostnames,Department of Agriculture,4/10/24,aglearn.usda.gov,340
Visits to participating hostnames,Department of Agriculture,4/10/24,aglab.ars.usda.gov,317
Visits to participating hostnames,Department of Agriculture,4/10/24,phytochem.nal.usda.gov,225
Visits to participating hostnames,Department of Agriculture,4/10/24,scinet.usda.gov,194
Visits to participating hostnames,Department of Agriculture,4/10/24,srs.fs.usda.gov,159
Visits to participating hostnames,Department of Agriculture,4/10/24,famprod.nwcg.gov,154
Visits to participating hostnames,Department of Agriculture,4/10/24,legacy.rma.usda.gov,137
Visits to participating hostnames,Department of Agriculture,4/10/24,symbols.fs2c.usda.gov,136
Visits to participating hostnames,Department of Agriculture,4/10/24,search.farmers.gov,135
Visits to participating hostnames,Department of Agriculture,4/10/24,digitop.nal.usda.gov,134
Visits to participating hostnames,Department of Agriculture,4/10/24,mtbs.gov,129
Visits to participating hostnames,Department of Agriculture,4/10/24,professionalstandards.fns.usda.gov,118
Visits to participating hostnames,Department of Agriculture,4/10/24,scientificdiscoveries.ars.usda.gov,103
Visits to participating hostnames,Department of Agriculture,4/10/24,reconnect-apply.rd.usda.gov,101
Visits to participating hostnames,Department of Agriculture,4/9/24,fs.usda.gov,144092
Visits to participating hostnames,Department of Agriculture,4/9/24,myplate.gov,62740
Visits to participating hostnames,Department of Agriculture,4/9/24,fns.usda.gov,57812
Visits to participating hostnames,Department of Agriculture,4/9/24,usda.gov,44879
Visits to participating hostnames,Department of Agriculture,4/9/24,fdc.nal.usda.gov,33815
Visits to participating hostnames,Department of Agriculture,4/9/24,rd.usda.gov,28257
Visits to participating hostnames,Department of Agriculture,4/9/24,fsis.usda.gov,23786
Visits to participating hostnames,Department of Agriculture,4/9/24,nrcs.usda.gov,20495
Visits to participating hostnames,Department of Agriculture,4/9/24,ams.usda.gov,19975
Visits to participating hostnames,Department of Agriculture,4/9/24,ers.usda.gov,16822
Visits to participating hostnames,Department of Agriculture,4/9/24,fsa.usda.gov,16644
Visits to participating hostnames,Department of Agriculture,4/9/24,nal.usda.gov,8807
Visits to participating hostnames,Department of Agriculture,4/9/24,farmers.gov,7963
Visits to participating hostnames,Department of Agriculture,4/9/24,ars.usda.gov,7484
Visits to participating hostnames,Department of Agriculture,4/9/24,fas.usda.gov,7290
Visits to participating hostnames,Department of Agriculture,4/9/24,nass.usda.gov,6774
Visits to participating hostnames,Department of Agriculture,4/9/24,nfc.usda.gov,5560
Visits to participating hostnames,Department of Agriculture,4/9/24,dietaryguidelines.gov,5067
Visits to participating hostnames,Department of Agriculture,4/9/24,invasivespeciesinfo.gov,4850
