report_name,report_agency,date,os,visits,browser
Operating system and browser,Department of Agriculture,3/2/24,(not set),136,(not set)
Operating system and browser,Department of Agriculture,3/2/24,Linux,135,Samsung Internet
Operating system and browser,Department of Agriculture,3/2/24,(not set),103,Opera Mini
Operating system and browser,Department of Agriculture,3/1/24,Windows,140040,Chrome
Operating system and browser,Department of Agriculture,3/1/24,iOS,113067,Safari
Operating system and browser,Department of Agriculture,3/1/24,Android,67919,Chrome
Operating system and browser,Department of Agriculture,3/1/24,Windows,62473,Edge
Operating system and browser,Department of Agriculture,3/1/24,Chrome OS,30193,Chrome
Operating system and browser,Department of Agriculture,3/1/24,Macintosh,27575,Safari
Operating system and browser,Department of Agriculture,3/1/24,Macintosh,25591,Chrome
Operating system and browser,Department of Agriculture,3/1/24,iOS,16267,Chrome
Operating system and browser,Department of Agriculture,3/1/24,Linux,10383,Chrome
Operating system and browser,Department of Agriculture,3/1/24,iOS,8066,Safari (in-app)
Operating system and browser,Department of Agriculture,3/1/24,Windows,7011,Firefox
Operating system and browser,Department of Agriculture,3/1/24,Android,4608,Samsung Internet
Operating system and browser,Department of Agriculture,3/1/24,Android,3881,Android Webview
Operating system and browser,Department of Agriculture,3/1/24,Macintosh,2033,Firefox
Operating system and browser,Department of Agriculture,3/1/24,Android,801,Firefox
Operating system and browser,Department of Agriculture,3/1/24,Android,615,Amazon Silk
Operating system and browser,Department of Agriculture,3/1/24,Windows,612,Opera
Operating system and browser,Department of Agriculture,3/1/24,Linux,339,Firefox
Operating system and browser,Department of Agriculture,3/1/24,iOS,286,(not set)
Operating system and browser,Department of Agriculture,3/1/24,Android,220,Opera
Operating system and browser,Department of Agriculture,3/1/24,Macintosh,204,Edge
Operating system and browser,Department of Agriculture,3/1/24,Windows,183,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,3/1/24,Macintosh,171,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,3/1/24,Linux,143,Samsung Internet
Operating system and browser,Department of Agriculture,3/1/24,Windows,132,Internet Explorer
Operating system and browser,Department of Agriculture,3/1/24,(not set),102,(not set)
Operating system and browser,Department of Agriculture,4/30/24,Windows,144495,Chrome
Operating system and browser,Department of Agriculture,4/30/24,iOS,124406,Safari
Operating system and browser,Department of Agriculture,4/30/24,Android,82280,Chrome
Operating system and browser,Department of Agriculture,4/30/24,Windows,67828,Edge
Operating system and browser,Department of Agriculture,4/30/24,Chrome OS,32504,Chrome
Operating system and browser,Department of Agriculture,4/30/24,Macintosh,31243,Safari
Operating system and browser,Department of Agriculture,4/30/24,Macintosh,30381,Chrome
Operating system and browser,Department of Agriculture,4/30/24,iOS,19178,Chrome
Operating system and browser,Department of Agriculture,4/30/24,Linux,8696,Chrome
Operating system and browser,Department of Agriculture,4/30/24,iOS,8372,Safari (in-app)
Operating system and browser,Department of Agriculture,4/30/24,Windows,7462,Firefox
Operating system and browser,Department of Agriculture,4/30/24,Android,5215,Samsung Internet
Operating system and browser,Department of Agriculture,4/30/24,Android,5028,Android Webview
Operating system and browser,Department of Agriculture,4/30/24,Macintosh,2470,Firefox
Operating system and browser,Department of Agriculture,4/30/24,Android,807,Firefox
Operating system and browser,Department of Agriculture,4/30/24,Windows,689,Opera
Operating system and browser,Department of Agriculture,4/30/24,Android,636,Amazon Silk
Operating system and browser,Department of Agriculture,4/30/24,Linux,373,Firefox
Operating system and browser,Department of Agriculture,4/30/24,Android,279,Opera
Operating system and browser,Department of Agriculture,4/30/24,Macintosh,240,Edge
Operating system and browser,Department of Agriculture,4/30/24,iOS,179,(not set)
Operating system and browser,Department of Agriculture,4/30/24,Macintosh,176,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,4/30/24,(not set),165,(not set)
Operating system and browser,Department of Agriculture,4/30/24,Linux,128,Samsung Internet
Operating system and browser,Department of Agriculture,4/30/24,Windows,105,Internet Explorer
Operating system and browser,Department of Agriculture,4/30/24,(not set),104,Opera Mini
Operating system and browser,Department of Agriculture,4/29/24,Windows,163065,Chrome
Operating system and browser,Department of Agriculture,4/29/24,iOS,126727,Safari
Operating system and browser,Department of Agriculture,4/29/24,Android,83958,Chrome
Operating system and browser,Department of Agriculture,4/29/24,Windows,72675,Edge
Operating system and browser,Department of Agriculture,4/29/24,Macintosh,34652,Safari
Operating system and browser,Department of Agriculture,4/29/24,Macintosh,32676,Chrome
Operating system and browser,Department of Agriculture,4/29/24,Chrome OS,32597,Chrome
Operating system and browser,Department of Agriculture,4/29/24,iOS,19094,Chrome
Operating system and browser,Department of Agriculture,4/29/24,iOS,8920,Safari (in-app)
Operating system and browser,Department of Agriculture,4/29/24,Linux,8705,Chrome
Operating system and browser,Department of Agriculture,4/29/24,Windows,7846,Firefox
Operating system and browser,Department of Agriculture,4/29/24,Android,5283,Android Webview
Operating system and browser,Department of Agriculture,4/29/24,Android,5185,Samsung Internet
Operating system and browser,Department of Agriculture,4/29/24,Macintosh,2340,Firefox
Operating system and browser,Department of Agriculture,4/29/24,Android,809,Firefox
Operating system and browser,Department of Agriculture,4/29/24,Windows,795,Opera
Operating system and browser,Department of Agriculture,4/29/24,Android,576,Amazon Silk
Operating system and browser,Department of Agriculture,4/29/24,Linux,448,Firefox
Operating system and browser,Department of Agriculture,4/29/24,Android,274,Opera
Operating system and browser,Department of Agriculture,4/29/24,Macintosh,258,Edge
Operating system and browser,Department of Agriculture,4/29/24,iOS,218,(not set)
Operating system and browser,Department of Agriculture,4/29/24,Macintosh,185,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,4/29/24,Linux,153,Samsung Internet
Operating system and browser,Department of Agriculture,4/28/24,iOS,125692,Safari
Operating system and browser,Department of Agriculture,4/28/24,Android,85529,Chrome
Operating system and browser,Department of Agriculture,4/28/24,Windows,59878,Chrome
Operating system and browser,Department of Agriculture,4/28/24,Macintosh,24674,Safari
Operating system and browser,Department of Agriculture,4/28/24,Macintosh,19784,Chrome
Operating system and browser,Department of Agriculture,4/28/24,iOS,19445,Chrome
Operating system and browser,Department of Agriculture,4/28/24,Windows,17699,Edge
Operating system and browser,Department of Agriculture,4/28/24,Linux,8570,Chrome
Operating system and browser,Department of Agriculture,4/28/24,iOS,8029,Safari (in-app)
Operating system and browser,Department of Agriculture,4/28/24,Chrome OS,5485,Chrome
Operating system and browser,Department of Agriculture,4/28/24,Android,5370,Android Webview
Operating system and browser,Department of Agriculture,4/28/24,Android,5230,Samsung Internet
Operating system and browser,Department of Agriculture,4/28/24,Windows,3984,Firefox
Operating system and browser,Department of Agriculture,4/28/24,Macintosh,2100,Firefox
Operating system and browser,Department of Agriculture,4/28/24,Android,953,Firefox
Operating system and browser,Department of Agriculture,4/28/24,Windows,608,Opera
Operating system and browser,Department of Agriculture,4/28/24,Android,606,Amazon Silk
Operating system and browser,Department of Agriculture,4/28/24,Linux,429,Firefox
Operating system and browser,Department of Agriculture,4/28/24,Android,274,Opera
Operating system and browser,Department of Agriculture,4/28/24,iOS,198,(not set)
Operating system and browser,Department of Agriculture,4/28/24,Macintosh,158,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,4/28/24,Linux,150,Samsung Internet
Operating system and browser,Department of Agriculture,4/28/24,Macintosh,125,Edge
Operating system and browser,Department of Agriculture,4/27/24,iOS,113271,Safari
Operating system and browser,Department of Agriculture,4/27/24,Android,78585,Chrome
Operating system and browser,Department of Agriculture,4/27/24,Windows,42256,Chrome
Operating system and browser,Department of Agriculture,4/27/24,Macintosh,20338,Safari
Operating system and browser,Department of Agriculture,4/27/24,iOS,17809,Chrome
Operating system and browser,Department of Agriculture,4/27/24,Windows,14543,Edge
Operating system and browser,Department of Agriculture,4/27/24,Macintosh,14078,Chrome
Operating system and browser,Department of Agriculture,4/27/24,Linux,8583,Chrome
Operating system and browser,Department of Agriculture,4/27/24,iOS,7638,Safari (in-app)
Operating system and browser,Department of Agriculture,4/27/24,Android,5098,Android Webview
Operating system and browser,Department of Agriculture,4/27/24,Android,4682,Samsung Internet
Operating system and browser,Department of Agriculture,4/27/24,Chrome OS,3622,Chrome
Operating system and browser,Department of Agriculture,4/27/24,Windows,3499,Firefox
Operating system and browser,Department of Agriculture,4/27/24,Macintosh,1926,Firefox
Operating system and browser,Department of Agriculture,4/27/24,Android,934,Firefox
Operating system and browser,Department of Agriculture,4/27/24,Android,586,Amazon Silk
Operating system and browser,Department of Agriculture,4/27/24,Windows,534,Opera
Operating system and browser,Department of Agriculture,4/27/24,Linux,337,Firefox
Operating system and browser,Department of Agriculture,4/27/24,Android,211,Opera
Operating system and browser,Department of Agriculture,4/27/24,iOS,193,(not set)
Operating system and browser,Department of Agriculture,4/27/24,Macintosh,130,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,4/27/24,Linux,114,Samsung Internet
Operating system and browser,Department of Agriculture,4/27/24,(not set),103,(not set)
Operating system and browser,Department of Agriculture,4/26/24,Windows,121657,Chrome
Operating system and browser,Department of Agriculture,4/26/24,iOS,117007,Safari
Operating system and browser,Department of Agriculture,4/26/24,Android,77934,Chrome
Operating system and browser,Department of Agriculture,4/26/24,Windows,55896,Edge
Operating system and browser,Department of Agriculture,4/26/24,Macintosh,26425,Safari
Operating system and browser,Department of Agriculture,4/26/24,Chrome OS,25764,Chrome
Operating system and browser,Department of Agriculture,4/26/24,Macintosh,23667,Chrome
Operating system and browser,Department of Agriculture,4/26/24,iOS,18210,Chrome
Operating system and browser,Department of Agriculture,4/26/24,Linux,8821,Chrome
Operating system and browser,Department of Agriculture,4/26/24,iOS,8000,Safari (in-app)
Operating system and browser,Department of Agriculture,4/26/24,Windows,6514,Firefox
Operating system and browser,Department of Agriculture,4/26/24,Android,5818,Android Webview
Operating system and browser,Department of Agriculture,4/26/24,Android,4895,Samsung Internet
Operating system and browser,Department of Agriculture,4/26/24,Macintosh,2263,Firefox
Operating system and browser,Department of Agriculture,4/26/24,Android,895,Firefox
Operating system and browser,Department of Agriculture,4/26/24,Android,628,Amazon Silk
Operating system and browser,Department of Agriculture,4/26/24,Windows,623,Opera
Operating system and browser,Department of Agriculture,4/26/24,Linux,506,Firefox
Operating system and browser,Department of Agriculture,4/26/24,Android,235,Opera
Operating system and browser,Department of Agriculture,4/26/24,iOS,167,(not set)
Operating system and browser,Department of Agriculture,4/26/24,Macintosh,163,Edge
Operating system and browser,Department of Agriculture,4/26/24,Macintosh,158,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,4/26/24,Linux,127,Samsung Internet
Operating system and browser,Department of Agriculture,4/26/24,Windows,118,Internet Explorer
Operating system and browser,Department of Agriculture,4/26/24,(not set),103,(not set)
Operating system and browser,Department of Agriculture,4/25/24,Windows,145154,Chrome
Operating system and browser,Department of Agriculture,4/25/24,iOS,120507,Safari
Operating system and browser,Department of Agriculture,4/25/24,Android,80890,Chrome
Operating system and browser,Department of Agriculture,4/25/24,Windows,66018,Edge
Operating system and browser,Department of Agriculture,4/25/24,Chrome OS,29864,Chrome
Operating system and browser,Department of Agriculture,4/25/24,Macintosh,29237,Chrome
Operating system and browser,Department of Agriculture,4/25/24,Macintosh,28395,Safari
Operating system and browser,Department of Agriculture,4/25/24,iOS,17882,Chrome
Operating system and browser,Department of Agriculture,4/25/24,iOS,9176,Safari (in-app)
Operating system and browser,Department of Agriculture,4/25/24,Linux,8791,Chrome
Operating system and browser,Department of Agriculture,4/25/24,Windows,7204,Firefox
Operating system and browser,Department of Agriculture,4/25/24,Android,5470,Android Webview
Operating system and browser,Department of Agriculture,4/25/24,Android,4925,Samsung Internet
Operating system and browser,Department of Agriculture,4/25/24,Macintosh,2296,Firefox
Operating system and browser,Department of Agriculture,4/25/24,Android,851,Firefox
Operating system and browser,Department of Agriculture,4/25/24,Windows,733,Opera
Operating system and browser,Department of Agriculture,4/25/24,Android,585,Amazon Silk
Operating system and browser,Department of Agriculture,4/25/24,Linux,423,Firefox
Operating system and browser,Department of Agriculture,4/25/24,Windows,296,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,4/25/24,Android,290,Opera
Operating system and browser,Department of Agriculture,4/25/24,Macintosh,224,Edge
Operating system and browser,Department of Agriculture,4/25/24,iOS,204,(not set)
Operating system and browser,Department of Agriculture,4/25/24,Macintosh,170,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,4/25/24,(not set),132,(not set)
Operating system and browser,Department of Agriculture,4/25/24,Linux,125,Samsung Internet
Operating system and browser,Department of Agriculture,4/25/24,Windows,122,Internet Explorer
Operating system and browser,Department of Agriculture,4/24/24,Windows,150659,Chrome
Operating system and browser,Department of Agriculture,4/24/24,iOS,130066,Safari
Operating system and browser,Department of Agriculture,4/24/24,Android,88476,Chrome
Operating system and browser,Department of Agriculture,4/24/24,Windows,68874,Edge
Operating system and browser,Department of Agriculture,4/24/24,Macintosh,31009,Safari
Operating system and browser,Department of Agriculture,4/24/24,Macintosh,30908,Chrome
Operating system and browser,Department of Agriculture,4/24/24,Chrome OS,30694,Chrome
Operating system and browser,Department of Agriculture,4/24/24,iOS,19454,Chrome
Operating system and browser,Department of Agriculture,4/24/24,iOS,9667,Safari (in-app)
Operating system and browser,Department of Agriculture,4/24/24,Linux,8909,Chrome
Operating system and browser,Department of Agriculture,4/24/24,Windows,7686,Firefox
Operating system and browser,Department of Agriculture,4/24/24,Android,6224,Android Webview
Operating system and browser,Department of Agriculture,4/24/24,Android,5387,Samsung Internet
Operating system and browser,Department of Agriculture,4/24/24,Macintosh,2498,Firefox
Operating system and browser,Department of Agriculture,4/24/24,Android,866,Firefox
Operating system and browser,Department of Agriculture,4/24/24,Windows,790,Opera
Operating system and browser,Department of Agriculture,4/24/24,Android,584,Amazon Silk
Operating system and browser,Department of Agriculture,4/24/24,Linux,442,Firefox
Operating system and browser,Department of Agriculture,4/24/24,Android,316,Opera
Operating system and browser,Department of Agriculture,4/24/24,Macintosh,252,Edge
Operating system and browser,Department of Agriculture,4/24/24,(not set),220,(not set)
Operating system and browser,Department of Agriculture,4/24/24,iOS,208,(not set)
Operating system and browser,Department of Agriculture,4/24/24,Macintosh,183,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,4/24/24,Linux,136,Samsung Internet
Operating system and browser,Department of Agriculture,4/24/24,Windows,117,Internet Explorer
Operating system and browser,Department of Agriculture,4/24/24,Windows,110,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,4/23/24,Windows,153160,Chrome
Operating system and browser,Department of Agriculture,4/23/24,iOS,133931,Safari
Operating system and browser,Department of Agriculture,4/23/24,Android,91034,Chrome
Operating system and browser,Department of Agriculture,4/23/24,Windows,68894,Edge
Operating system and browser,Department of Agriculture,4/23/24,Macintosh,31582,Chrome
Operating system and browser,Department of Agriculture,4/23/24,Macintosh,31567,Safari
Operating system and browser,Department of Agriculture,4/23/24,Chrome OS,31017,Chrome
Operating system and browser,Department of Agriculture,4/23/24,iOS,19822,Chrome
Operating system and browser,Department of Agriculture,4/23/24,iOS,9091,Safari (in-app)
Operating system and browser,Department of Agriculture,4/23/24,Linux,8744,Chrome
Operating system and browser,Department of Agriculture,4/23/24,Windows,7695,Firefox
Operating system and browser,Department of Agriculture,4/23/24,Android,6392,Android Webview
Operating system and browser,Department of Agriculture,4/23/24,Android,5535,Samsung Internet
Operating system and browser,Department of Agriculture,4/23/24,Macintosh,2507,Firefox
Operating system and browser,Department of Agriculture,4/23/24,Android,973,Firefox
Operating system and browser,Department of Agriculture,4/23/24,Windows,814,Opera
Operating system and browser,Department of Agriculture,4/23/24,Android,687,Amazon Silk
Operating system and browser,Department of Agriculture,4/23/24,Linux,413,Firefox
Operating system and browser,Department of Agriculture,4/23/24,(not set),300,(not set)
Operating system and browser,Department of Agriculture,4/23/24,Android,287,Opera
Operating system and browser,Department of Agriculture,4/23/24,Macintosh,269,Edge
Operating system and browser,Department of Agriculture,4/23/24,iOS,234,(not set)
Operating system and browser,Department of Agriculture,4/23/24,Macintosh,211,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,4/23/24,Linux,140,Samsung Internet
Operating system and browser,Department of Agriculture,4/23/24,Windows,136,Internet Explorer
Operating system and browser,Department of Agriculture,4/22/24,Windows,159152,Chrome
Operating system and browser,Department of Agriculture,4/22/24,iOS,144955,Safari
Operating system and browser,Department of Agriculture,4/22/24,Android,107013,Chrome
Operating system and browser,Department of Agriculture,4/22/24,Windows,75096,Edge
Operating system and browser,Department of Agriculture,4/22/24,Macintosh,34167,Safari
Operating system and browser,Department of Agriculture,4/22/24,Macintosh,33538,Chrome
Operating system and browser,Department of Agriculture,4/22/24,Chrome OS,31436,Chrome
Operating system and browser,Department of Agriculture,4/22/24,iOS,21343,Chrome
Operating system and browser,Department of Agriculture,4/22/24,iOS,11117,Safari (in-app)
Operating system and browser,Department of Agriculture,4/22/24,Linux,9052,Chrome
Operating system and browser,Department of Agriculture,4/22/24,Windows,8496,Firefox
Operating system and browser,Department of Agriculture,4/22/24,Android,7939,Android Webview
Operating system and browser,Department of Agriculture,4/22/24,Android,6965,Samsung Internet
Operating system and browser,Department of Agriculture,4/22/24,Macintosh,2733,Firefox
Operating system and browser,Department of Agriculture,4/22/24,Android,971,Firefox
Operating system and browser,Department of Agriculture,4/22/24,Windows,841,Opera
Operating system and browser,Department of Agriculture,4/22/24,Android,779,Amazon Silk
Operating system and browser,Department of Agriculture,4/22/24,Linux,468,Firefox
Operating system and browser,Department of Agriculture,4/22/24,Android,335,Opera
Operating system and browser,Department of Agriculture,4/22/24,Macintosh,315,Edge
Operating system and browser,Department of Agriculture,4/22/24,(not set),266,(not set)
Operating system and browser,Department of Agriculture,4/22/24,Macintosh,207,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,4/22/24,iOS,204,(not set)
Operating system and browser,Department of Agriculture,4/22/24,Linux,184,Samsung Internet
Operating system and browser,Department of Agriculture,4/22/24,Windows,134,Internet Explorer
Operating system and browser,Department of Agriculture,4/22/24,(not set),104,Opera Mini
Operating system and browser,Department of Agriculture,4/21/24,iOS,131119,Safari
Operating system and browser,Department of Agriculture,4/21/24,Android,96732,Chrome
Operating system and browser,Department of Agriculture,4/21/24,Windows,55976,Chrome
Operating system and browser,Department of Agriculture,4/21/24,Macintosh,25891,Safari
Operating system and browser,Department of Agriculture,4/21/24,Macintosh,20805,Chrome
Operating system and browser,Department of Agriculture,4/21/24,iOS,19986,Chrome
Operating system and browser,Department of Agriculture,4/21/24,Windows,18263,Edge
Operating system and browser,Department of Agriculture,4/21/24,Linux,8657,Chrome
Operating system and browser,Department of Agriculture,4/21/24,iOS,8629,Safari (in-app)
Operating system and browser,Department of Agriculture,4/21/24,Android,7322,Android Webview
Operating system and browser,Department of Agriculture,4/21/24,Android,5582,Samsung Internet
Operating system and browser,Department of Agriculture,4/21/24,Chrome OS,5399,Chrome
Operating system and browser,Department of Agriculture,4/21/24,Windows,4243,Firefox
Operating system and browser,Department of Agriculture,4/21/24,Macintosh,2356,Firefox
Operating system and browser,Department of Agriculture,4/21/24,Android,1103,Firefox
Operating system and browser,Department of Agriculture,4/21/24,Windows,658,Opera
Operating system and browser,Department of Agriculture,4/21/24,Android,609,Amazon Silk
Operating system and browser,Department of Agriculture,4/21/24,Linux,349,Firefox
Operating system and browser,Department of Agriculture,4/21/24,Android,288,Opera
Operating system and browser,Department of Agriculture,4/21/24,(not set),209,(not set)
Operating system and browser,Department of Agriculture,4/21/24,iOS,193,(not set)
Operating system and browser,Department of Agriculture,4/21/24,Macintosh,160,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,4/21/24,Linux,154,Samsung Internet
Operating system and browser,Department of Agriculture,4/21/24,Macintosh,128,Edge
Operating system and browser,Department of Agriculture,4/20/24,iOS,120627,Safari
Operating system and browser,Department of Agriculture,4/20/24,Android,79128,Chrome
Operating system and browser,Department of Agriculture,4/20/24,Windows,42704,Chrome
Operating system and browser,Department of Agriculture,4/20/24,Macintosh,21064,Safari
Operating system and browser,Department of Agriculture,4/20/24,iOS,18335,Chrome
Operating system and browser,Department of Agriculture,4/20/24,Windows,14889,Edge
Operating system and browser,Department of Agriculture,4/20/24,Macintosh,14015,Chrome
Operating system and browser,Department of Agriculture,4/20/24,Linux,8734,Chrome
Operating system and browser,Department of Agriculture,4/20/24,iOS,8096,Safari (in-app)
Operating system and browser,Department of Agriculture,4/20/24,Android,5296,Android Webview
Operating system and browser,Department of Agriculture,4/20/24,Android,4912,Samsung Internet
Operating system and browser,Department of Agriculture,4/20/24,Windows,3844,Firefox
Operating system and browser,Department of Agriculture,4/20/24,Chrome OS,3785,Chrome
Operating system and browser,Department of Agriculture,4/20/24,Macintosh,2084,Firefox
Operating system and browser,Department of Agriculture,4/20/24,Android,1044,Firefox
Operating system and browser,Department of Agriculture,4/20/24,Android,679,Amazon Silk
Operating system and browser,Department of Agriculture,4/20/24,Windows,467,Opera
Operating system and browser,Department of Agriculture,4/20/24,(not set),405,(not set)
Operating system and browser,Department of Agriculture,4/20/24,Linux,368,Firefox
Operating system and browser,Department of Agriculture,4/20/24,Android,254,Opera
Operating system and browser,Department of Agriculture,4/20/24,iOS,194,(not set)
Operating system and browser,Department of Agriculture,4/20/24,Macintosh,153,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,4/20/24,Linux,128,Samsung Internet
Operating system and browser,Department of Agriculture,4/20/24,Macintosh,116,Edge
Operating system and browser,Department of Agriculture,4/19/24,Windows,114528,Chrome
Operating system and browser,Department of Agriculture,4/19/24,iOS,113736,Safari
Operating system and browser,Department of Agriculture,4/19/24,Android,74318,Chrome
Operating system and browser,Department of Agriculture,4/19/24,Windows,51507,Edge
Operating system and browser,Department of Agriculture,4/19/24,Macintosh,25143,Safari
Operating system and browser,Department of Agriculture,4/19/24,Chrome OS,23927,Chrome
Operating system and browser,Department of Agriculture,4/19/24,Macintosh,23582,Chrome
Operating system and browser,Department of Agriculture,4/19/24,iOS,17535,Chrome
Operating system and browser,Department of Agriculture,4/19/24,Linux,8534,Chrome
Operating system and browser,Department of Agriculture,4/19/24,iOS,8502,Safari (in-app)
Operating system and browser,Department of Agriculture,4/19/24,Windows,6159,Firefox
Operating system and browser,Department of Agriculture,4/19/24,Android,5177,Android Webview
Operating system and browser,Department of Agriculture,4/19/24,Android,4523,Samsung Internet
Operating system and browser,Department of Agriculture,4/19/24,Macintosh,2279,Firefox
Operating system and browser,Department of Agriculture,4/19/24,Android,857,Firefox
Operating system and browser,Department of Agriculture,4/19/24,Windows,628,Opera
Operating system and browser,Department of Agriculture,4/19/24,Windows,608,Internet Explorer
Operating system and browser,Department of Agriculture,4/19/24,Android,533,Amazon Silk
Operating system and browser,Department of Agriculture,4/19/24,Linux,353,Firefox
Operating system and browser,Department of Agriculture,4/19/24,Android,235,Opera
Operating system and browser,Department of Agriculture,4/19/24,iOS,192,(not set)
Operating system and browser,Department of Agriculture,4/19/24,Macintosh,176,Edge
Operating system and browser,Department of Agriculture,4/19/24,Macintosh,174,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,4/19/24,(not set),172,(not set)
Operating system and browser,Department of Agriculture,4/19/24,Linux,130,Samsung Internet
Operating system and browser,Department of Agriculture,4/18/24,Windows,157734,Chrome
Operating system and browser,Department of Agriculture,4/18/24,iOS,121223,Safari
Operating system and browser,Department of Agriculture,4/18/24,Android,78639,Chrome
Operating system and browser,Department of Agriculture,4/18/24,Windows,66100,Edge
Operating system and browser,Department of Agriculture,4/18/24,Chrome OS,32667,Chrome
Operating system and browser,Department of Agriculture,4/18/24,Macintosh,29778,Chrome
Operating system and browser,Department of Agriculture,4/18/24,Macintosh,29716,Safari
Operating system and browser,Department of Agriculture,4/18/24,iOS,18572,Chrome
Operating system and browser,Department of Agriculture,4/18/24,Linux,9985,Chrome
Operating system and browser,Department of Agriculture,4/18/24,iOS,8630,Safari (in-app)
Operating system and browser,Department of Agriculture,4/18/24,Windows,7333,Firefox
Operating system and browser,Department of Agriculture,4/18/24,Android,5501,Android Webview
Operating system and browser,Department of Agriculture,4/18/24,Android,5007,Samsung Internet
Operating system and browser,Department of Agriculture,4/18/24,Macintosh,2304,Firefox
Operating system and browser,Department of Agriculture,4/18/24,Android,982,Firefox
Operating system and browser,Department of Agriculture,4/18/24,Windows,722,Opera
Operating system and browser,Department of Agriculture,4/18/24,Android,522,Amazon Silk
Operating system and browser,Department of Agriculture,4/18/24,Linux,455,Firefox
Operating system and browser,Department of Agriculture,4/18/24,Android,284,Opera
Operating system and browser,Department of Agriculture,4/18/24,Macintosh,227,Edge
Operating system and browser,Department of Agriculture,4/18/24,iOS,207,(not set)
Operating system and browser,Department of Agriculture,4/18/24,Windows,172,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,4/18/24,Macintosh,160,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,4/18/24,(not set),132,(not set)
Operating system and browser,Department of Agriculture,4/18/24,Linux,132,Samsung Internet
Operating system and browser,Department of Agriculture,4/18/24,Windows,115,Internet Explorer
Operating system and browser,Department of Agriculture,4/17/24,Windows,147019,Chrome
Operating system and browser,Department of Agriculture,4/17/24,iOS,119523,Safari
Operating system and browser,Department of Agriculture,4/17/24,Android,74135,Chrome
Operating system and browser,Department of Agriculture,4/17/24,Windows,66492,Edge
Operating system and browser,Department of Agriculture,4/17/24,Chrome OS,31408,Chrome
Operating system and browser,Department of Agriculture,4/17/24,Macintosh,30992,Safari
Operating system and browser,Department of Agriculture,4/17/24,Macintosh,30711,Chrome
Operating system and browser,Department of Agriculture,4/17/24,iOS,18495,Chrome
Operating system and browser,Department of Agriculture,4/17/24,Linux,11115,Chrome
Operating system and browser,Department of Agriculture,4/17/24,iOS,7695,Safari (in-app)
Operating system and browser,Department of Agriculture,4/17/24,Windows,7229,Firefox
Operating system and browser,Department of Agriculture,4/17/24,Android,4890,Android Webview
Operating system and browser,Department of Agriculture,4/17/24,Android,4690,Samsung Internet
Operating system and browser,Department of Agriculture,4/17/24,Macintosh,2693,Firefox
Operating system and browser,Department of Agriculture,4/17/24,Android,862,Firefox
Operating system and browser,Department of Agriculture,4/17/24,Windows,767,Opera
Operating system and browser,Department of Agriculture,4/17/24,Android,616,Amazon Silk
Operating system and browser,Department of Agriculture,4/17/24,Linux,453,Firefox
Operating system and browser,Department of Agriculture,4/17/24,Macintosh,256,Edge
Operating system and browser,Department of Agriculture,4/17/24,Android,238,Opera
Operating system and browser,Department of Agriculture,4/17/24,iOS,220,(not set)
Operating system and browser,Department of Agriculture,4/17/24,(not set),214,(not set)
Operating system and browser,Department of Agriculture,4/17/24,Macintosh,203,Mozilla Compatible Agent
Operating system and browser,Department of Agriculture,4/17/24,Linux,138,Samsung Internet
Operating system and browser,Department of Agriculture,4/17/24,(not set),103,Opera Mini
Operating system and browser,Department of Agriculture,4/16/24,Windows,153841,Chrome
Operating system and browser,Department of Agriculture,4/16/24,iOS,117563,Safari
Operating system and browser,Department of Agriculture,4/16/24,Android,73885,Chrome
Operating system and browser,Department of Agriculture,4/16/24,Windows,68120,Edge
Operating system and browser,Department of Agriculture,4/16/24,Chrome OS,33571,Chrome
Operating system and browser,Department of Agriculture,4/16/24,Macintosh,31145,Chrome
Operating system and browser,Department of Agriculture,4/16/24,Macintosh,30974,Safari
Operating system and browser,Department of Agriculture,4/16/24,iOS,18421,Chrome
Operating system and browser,Department of Agriculture,4/16/24,Linux,10855,Chrome
Operating system and browser,Department of Agriculture,4/16/24,Windows,8426,Firefox
Operating system and browser,Department of Agriculture,4/16/24,iOS,7475,Safari (in-app)
Operating system and browser,Department of Agriculture,4/16/24,Android,4669,Samsung Internet
Operating system and browser,Department of Agriculture,4/16/24,Android,4660,Android Webview
Operating system and browser,Department of Agriculture,4/16/24,Macintosh,2717,Firefox
Operating system and browser,Department of Agriculture,4/16/24,Android,843,Firefox
Operating system and browser,Department of Agriculture,4/16/24,Windows,764,Opera
